asset_id,month_index,thickness_mm,pressure_bar,flow_m3h,temperature_C,vibration_mm_s,sensor_glitch_flag
AST-0040,17,6.094,66.04,523.66,43.87,1.768,False
AST-0040,18,6.106,65.01,533.11,43.95,1.807,False
AST-0040,19,6.099,61.89,518.08,46.72,1.793,False
AST-0040,20,6.099,61.71,517.14,47.89,1.825,False
AST-0040,21,6.094,61.49,511.58,51.17,1.73,False
AST-0040,22,6.071,63.53,540.91,52.87,1.758,False
AST-0040,23,6.059,61.99,531.28,53.96,1.763,False
AST-0040,24,6.05,64.21,558.24,53.4,1.736,False
AST-0040,25,6.051,65.46,550.76,52.44,1.752,False
AST-0040,26,6.029,66.1,524.67,49.93,1.749,False
AST-0040,27,6.03,66.99,559.88,46.49,1.83,False
AST-0040,28,6.029,66.62,542.66,45.16,1.816,False
AST-0040,29,6.023,66.99,523.09,42.3,1.726,False
AST-0040,30,6.012,66.5,505.71,43.27,1.748,False
AST-0040,31,6.013,62.47,502.01,46.0,1.758,False
AST-0040,32,6.011,63.7,508.28,47.1,1.829,False
AST-0040,33,6.0,62.21,524.95,50.15,1.808,False
AST-0040,34,5.985,60.24,548.21,52.13,1.729,False
AST-0040,35,5.972,63.92,542.72,54.23,1.773,False
AST-0041,0,7.907,78.11,481.92,41.06,1.74,False
AST-0041,1,7.901,79.6,486.85,40.96,1.709,False
AST-0041,2,7.903,80.63,460.6,38.16,1.635,False
AST-0041,3,7.878,84.27,441.03,35.03,1.706,False
AST-0041,4,7.875,83.95,450.54,33.72,1.828,False
AST-0041,5,7.856,79.21,426.29,32.33,1.858,False
AST-0041,6,7.838,77.37,441.45,32.01,1.67,False
AST-0041,7,7.804,80.18,424.68,34.34,1.667,False
AST-0041,8,7.787,77.42,440.5,37.25,1.776,False
AST-0041,9,7.767,75.07,442.95,40.37,1.752,False
AST-0041,10,7.768,74.64,445.52,40.55,1.728,False
AST-0041,11,7.739,77.55,468.63,43.19,1.722,False
AST-0041,12,7.717,80.62,464.67,40.81,1.663,False
AST-0041,13,7.725,83.03,475.11,40.18,1.693,False
AST-0041,14,7.722,79.9,459.28,38.5,1.78,False
AST-0041,15,7.696,81.83,470.18,35.16,1.658,False
AST-0041,16,7.689,80.48,440.52,33.38,1.78,False
AST-0041,17,7.691,78.4,432.08,33.7,1.738,False
AST-0041,18,7.669,80.27,432.15,32.55,1.762,False
AST-0041,19,7.657,76.56,438.44,35.27,1.8,False
AST-0041,20,7.637,75.48,441.8,37.91,1.879,False
AST-0041,21,7.615,76.27,437.37,39.74,1.763,False
AST-0041,22,7.588,76.7,443.59,41.66,1.682,False
AST-0041,23,7.579,78.78,461.1,43.2,1.743,False
AST-0041,24,7.573,81.43,467.13,43.59,1.818,False
AST-0041,25,7.554,80.4,457.57,40.63,1.778,False
AST-0041,26,7.542,81.17,488.05,36.55,1.774,False
AST-0041,27,7.534,81.42,466.65,36.56,1.758,False
AST-0041,28,7.506,82.66,444.65,34.33,1.774,False
AST-0041,29,7.507,77.3,440.69,33.24,1.689,False
AST-0041,30,7.49,80.86,436.04,32.3,1.771,False
AST-0041,31,7.481,75.17,430.19,34.02,1.805,False
AST-0041,32,7.448,73.05,432.74,38.87,1.704,False
AST-0041,33,7.437,74.81,440.81,38.7,1.743,False
AST-0041,34,7.424,74.73,458.52,42.72,1.696,False
AST-0041,35,7.419,78.15,461.09,43.68,1.732,False
AST-0042,0,7.132,52.97,771.07,37.86,1.928,False
AST-0042,1,7.121,55.57,769.69,36.07,2.097,False
AST-0042,2,7.111,54.26,764.36,32.52,2.108,False
AST-0042,3,7.1,54.62,778.02,31.19,2.016,False
AST-0042,4,7.073,55.07,753.92,27.4,2.028,False
AST-0042,5,7.078,53.7,765.11,28.1,2.01,False
AST-0042,6,7.062,51.22,749.01,28.55,2.099,False
AST-0042,7,7.046,49.41,740.44,30.47,2.093,False
AST-0042,8,7.029,48.69,741.1,30.29,2.111,False
AST-0042,9,7.01,49.47,738.15,33.66,2.122,False
AST-0042,10,7.003,48.67,771.32,37.51,1.971,False
AST-0042,11,6.98,49.73,758.66,38.53,2.068,False
AST-0042,12,6.969,56.14,778.4,36.3,1.994,False
AST-0042,13,6.947,55.07,783.87,36.65,2.002,False
AST-0042,14,6.931,56.13,782.37,32.34,2.047,False
AST-0042,15,6.941,55.7,768.46,30.16,2.086,False
AST-0042,16,6.923,56.94,767.38,28.73,2.056,False
AST-0042,17,6.9,49.29,746.37,27.54,2.005,False
AST-0042,18,6.868,53.11,737.72,27.48,1.98,False
AST-0042,19,6.858,47.0,742.44,30.04,2.092,False
AST-0042,20,6.848,51.84,743.7,32.75,2.017,False
AST-0042,21,6.849,47.76,738.52,33.97,2.107,False
AST-0042,22,6.829,51.13,760.19,37.57,2.071,False
AST-0042,23,6.808,52.71,764.2,36.52,1.993,False
AST-0042,24,6.784,50.65,756.88,36.37,2.072,False
AST-0042,25,6.769,52.17,791.52,35.74,2.074,False
AST-0042,26,6.75,54.74,769.9,33.34,2.084,False
AST-0042,27,6.733,53.01,764.1,29.98,2.054,False
AST-0042,28,6.731,52.36,741.36,25.3,2.038,False
AST-0042,29,6.7,51.49,753.73,26.06,1.979,False
AST-0042,30,6.689,51.18,747.1,28.62,2.027,False
AST-0042,31,6.686,47.94,726.44,30.25,2.027,False
AST-0042,32,6.674,46.98,760.24,31.45,2.078,False
AST-0042,33,6.67,48.57,756.13,34.7,2.062,False
AST-0042,34,6.651,48.13,763.96,37.49,2.078,False
AST-0042,35,6.632,50.99,785.53,37.44,2.052,False
AST-0043,0,12.219,67.28,749.05,58.91,1.857,False
AST-0043,1,12.22,70.79,734.6,58.98,1.844,False
AST-0043,2,12.216,69.23,754.31,55.23,1.787,False
AST-0043,3,12.223,71.22,728.98,53.36,1.78,False
AST-0043,4,12.225,67.24,716.27,51.56,1.768,False
AST-0043,5,12.219,67.2,707.3,53.18,1.912,False
AST-0043,6,12.225,64.94,711.65,51.05,1.818,False
AST-0043,7,12.222,66.09,703.14,52.51,1.859,False
AST-0043,8,12.206,63.05,695.36,54.44,1.76,False
AST-0043,9,12.227,63.18,702.02,58.87,1.827,False
AST-0043,10,12.228,63.58,731.83,59.25,1.77,False
AST-0043,11,12.24,65.49,729.11,62.26,1.858,False
AST-0043,12,12.238,66.14,721.74,61.24,1.812,False
AST-0043,13,12.232,66.33,741.4,59.1,1.813,False
AST-0043,14,12.217,72.21,724.58,57.19,1.662,False
AST-0043,15,12.232,68.75,715.59,53.7,1.848,False
AST-0043,16,12.233,68.36,734.66,52.35,1.747,False
AST-0043,17,12.214,69.11,699.56,50.75,1.794,False
AST-0043,18,12.228,65.52,714.97,51.07,1.801,False
AST-0043,19,12.203,65.05,708.87,52.5,1.793,False
AST-0043,20,12.207,63.63,709.02,54.73,1.806,False
AST-0043,21,12.213,65.18,707.83,57.91,1.705,False
AST-0043,22,12.206,66.55,722.64,61.2,1.745,False
AST-0043,23,12.19,63.7,105.25,61.71,1.82,True
AST-0043,24,12.169,67.48,738.15,60.13,1.808,False
AST-0043,25,12.152,68.63,745.23,58.11,1.733,False
AST-0043,26,12.167,68.65,730.59,56.96,1.905,False
AST-0043,27,12.141,69.18,732.19,52.5,1.856,False
AST-0043,28,12.138,66.23,719.59,52.77,1.794,False
AST-0043,29,12.124,67.07,724.69,51.07,1.808,False
AST-0043,30,12.12,62.59,699.23,50.09,1.887,False
AST-0043,31,12.108,64.68,687.85,52.44,1.903,False
AST-0043,32,12.129,65.48,715.14,57.19,1.858,False
AST-0043,33,12.125,60.42,707.38,58.7,1.799,False
AST-0043,34,12.132,62.43,735.35,61.95,1.806,False
AST-0043,35,12.138,66.0,744.68,59.45,1.829,False
AST-0044,0,7.569,51.59,422.73,41.76,1.234,False
AST-0044,1,7.564,52.27,427.64,39.0,1.217,False
AST-0044,2,7.54,52.78,424.22,38.97,1.193,False
AST-0044,3,7.528,56.17,434.75,35.98,1.202,False
AST-0044,4,7.494,55.35,408.6,34.29,1.174,False
AST-0044,5,7.466,51.58,408.87,32.75,1.332,False
AST-0044,6,7.437,51.49,382.98,32.28,1.201,False
AST-0044,7,7.42,51.4,394.63,33.5,1.193,False
AST-0044,8,7.404,50.53,397.17,35.07,1.173,False
AST-0044,9,7.378,50.41,419.16,39.15,1.239,False
AST-0044,10,7.36,47.26,410.65,44.05,1.216,False
AST-0044,11,7.342,49.19,411.79,44.02,1.254,False
AST-0044,12,7.332,51.0,444.48,41.8,1.047,False
AST-0044,13,7.316,53.48,443.07,40.31,1.238,False
AST-0044,14,7.314,54.49,444.31,36.77,1.164,False
AST-0044,15,7.305,53.85,419.3,34.8,1.122,False
AST-0044,16,7.288,54.4,424.75,34.71,1.277,False
AST-0044,17,7.276,52.03,403.23,32.55,1.242,False
AST-0044,18,7.263,52.65,408.0,33.28,1.199,False
AST-0044,19,7.257,48.95,394.82,34.57,1.13,False
AST-0044,20,7.241,47.52,398.79,36.16,1.165,False
AST-0044,21,7.223,47.19,398.99,39.49,1.163,False
AST-0044,22,7.224,48.24,398.1,40.67,1.284,False
AST-0044,23,7.213,53.17,425.48,41.55,1.193,False
AST-0044,24,7.182,50.67,421.48,40.11,1.206,False
AST-0044,25,7.172,51.6,442.94,39.33,1.221,False
AST-0044,26,7.158,54.26,417.96,36.99,1.311,False
AST-0044,27,7.145,59.27,413.88,36.03,1.124,False
AST-0044,28,7.144,54.45,413.73,32.56,1.255,False
AST-0044,29,7.127,54.2,388.22,31.22,1.204,False
AST-0044,30,7.099,51.14,392.23,31.52,1.217,False
AST-0044,31,7.087,49.83,397.76,33.48,1.162,False
AST-0044,32,7.103,47.96,382.94,37.68,1.179,False
AST-0044,33,7.09,47.57,397.39,39.12,1.18,False
AST-0044,34,7.065,48.23,401.18,39.86,1.204,False
AST-0044,35,7.065,51.11,429.04,42.9,1.216,False
AST-0045,0,13.265,85.51,686.48,56.87,2.107,False
AST-0045,1,13.27,81.41,720.55,56.26,2.146,False
AST-0045,2,13.258,83.18,688.26,53.63,2.01,False
AST-0045,3,13.254,85.4,684.19,49.97,2.032,False
AST-0045,4,13.249,83.39,680.46,48.68,2.101,False
AST-0045,5,13.235,82.51,670.36,47.26,2.104,False
AST-0045,6,13.222,84.55,112.3,48.9,2.035,True
AST-0045,7,13.219,81.75,661.18,51.31,2.117,False
AST-0045,8,13.228,77.84,638.29,53.37,2.157,False
AST-0045,9,13.227,79.01,666.88,56.58,2.208,False
AST-0045,10,13.216,82.26,675.39,56.74,2.117,False
AST-0045,11,13.211,79.68,698.32,58.57,2.195,False
AST-0045,12,13.184,80.5,683.74,56.98,2.189,False
AST-0045,13,13.179,83.17,685.11,57.08,2.164,False
AST-0045,14,13.167,81.49,684.22,53.99,2.105,False
AST-0045,15,13.17,87.28,694.26,51.47,2.092,False
AST-0045,16,13.176,85.26,654.56,47.41,2.107,False
AST-0045,17,13.187,82.49,671.89,49.84,2.134,False
AST-0045,18,13.182,82.09,662.89,47.85,2.16,False
AST-0045,19,13.166,81.42,656.77,48.51,2.075,False
AST-0045,20,13.16,80.68,652.33,52.55,2.055,False
AST-0045,21,13.149,80.34,659.05,54.79,2.15,False
AST-0045,22,13.144,83.11,668.44,58.21,2.066,False
AST-0045,23,13.129,80.59,675.89,56.06,2.093,False
AST-0045,24,13.132,83.0,680.96,57.36,2.066,False
AST-0045,25,13.13,82.57,692.28,55.01,2.058,False
AST-0045,26,13.126,82.15,690.44,54.44,2.086,False
AST-0045,27,13.127,86.61,700.07,51.42,2.055,False
AST-0045,28,13.107,84.25,689.6,48.55,2.131,False
AST-0045,29,13.106,83.04,671.98,48.17,2.147,False
AST-0045,30,13.107,83.13,651.77,49.58,2.118,False
AST-0045,31,13.095,81.24,642.34,49.09,2.176,False
AST-0045,32,13.104,80.79,655.53,51.71,2.066,False
AST-0045,33,13.116,78.6,669.29,56.71,2.151,False
AST-0045,34,13.093,78.23,680.61,57.61,2.08,False
AST-0045,35,13.091,82.4,669.67,58.36,2.103,False
AST-0046,0,11.236,66.35,292.49,36.46,1.838,False
AST-0046,1,11.242,67.99,297.99,36.38,1.788,False
AST-0046,2,11.215,66.46,280.78,33.68,1.948,False
AST-0046,3,11.216,70.28,287.55,31.21,1.826,False
AST-0046,4,11.209,65.44,254.06,29.01,1.825,False
AST-0046,5,11.214,65.28,257.15,30.92,1.874,False
AST-0046,6,11.203,64.81,258.12,29.94,1.894,False
AST-0046,7,11.188,62.04,254.67,30.52,1.91,False
AST-0046,8,11.192,63.08,263.15,34.24,1.93,False
AST-0046,9,11.185,61.41,22.38,37.31,1.884,True
AST-0046,10,11.179,62.68,274.84,38.18,1.846,False
AST-0046,11,11.173,66.42,288.0,38.59,1.924,False
AST-0046,12,11.154,64.37,289.66,38.65,1.89,False
AST-0046,13,11.142,67.29,303.78,37.09,1.867,False
AST-0046,14,11.143,69.39,299.55,35.93,1.906,False
AST-0046,15,11.136,68.73,276.15,33.46,1.916,False
AST-0046,16,11.111,67.91,260.95,29.3,1.962,False
AST-0046,17,11.095,68.64,273.94,29.78,1.904,False
AST-0046,18,11.081,64.05,261.44,31.12,1.877,False
AST-0046,19,11.071,62.69,237.8,32.46,1.865,False
AST-0046,20,11.07,64.48,261.7,33.49,1.828,False
AST-0046,21,11.059,62.44,261.23,36.5,1.925,False
AST-0046,22,11.048,61.08,295.54,38.0,1.898,False
AST-0046,23,11.046,63.67,280.07,38.27,1.909,False
AST-0046,24,11.022,66.35,294.17,37.02,1.848,False
AST-0046,25,10.975,68.45,301.29,37.63,1.845,False
AST-0046,26,10.979,65.94,275.98,35.65,1.885,False
AST-0046,27,10.973,66.47,275.04,31.5,1.817,False
AST-0046,28,10.978,68.63,278.5,28.84,1.873,False
AST-0046,29,10.982,67.3,262.83,30.32,1.902,False
AST-0046,30,10.971,64.51,254.78,29.74,1.883,False
AST-0046,31,10.953,65.26,240.53,31.01,1.876,False
AST-0046,32,10.965,61.56,249.61,32.29,1.896,False
AST-0046,33,10.951,61.97,241.73,37.0,1.895,False
AST-0046,34,10.925,61.33,241.25,37.23,1.912,False
AST-0046,35,10.931,61.53,276.57,37.94,1.913,False
AST-0047,0,6.274,79.7,573.73,24.81,2.058,False
AST-0047,1,6.24,78.9,573.41,24.29,2.079,False
AST-0047,2,6.229,81.67,583.54,23.58,2.164,False
AST-0047,3,6.218,82.22,567.93,19.26,2.101,False
AST-0047,4,6.195,82.33,558.12,15.95,2.097,False
AST-0047,5,6.187,80.08,551.32,18.2,2.123,False
AST-0047,6,6.167,81.11,559.36,16.02,2.054,False
AST-0047,7,6.153,78.26,535.16,17.8,2.175,False
AST-0047,8,6.132,77.61,524.06,20.0,2.061,False
AST-0047,9,6.122,76.3,532.24,25.7,2.098,False
AST-0047,10,6.114,75.85,575.8,23.46,2.108,False
AST-0047,11,6.104,76.97,556.93,26.31,1.966,False
AST-0047,12,6.091,77.39,589.58,25.25,2.082,False
AST-0047,13,6.078,82.89,602.33,24.94,2.148,False
AST-0047,14,6.062,84.38,583.32,21.91,2.112,False
AST-0047,15,6.045,80.11,552.17,19.41,2.038,False
AST-0047,16,6.03,82.3,549.52,18.12,2.09,False
AST-0047,17,6.029,80.66,559.42,17.29,2.054,False
AST-0047,18,6.025,78.44,526.8,16.61,2.126,False
AST-0047,19,6.012,77.6,548.19,17.79,2.065,False
AST-0047,20,6.009,77.62,538.5,20.88,2.158,False
AST-0047,21,6.012,77.4,549.07,22.92,2.11,False
AST-0047,22,5.984,77.6,548.02,24.79,2.009,False
AST-0047,23,5.975,75.94,574.56,27.55,2.093,False
AST-0047,24,5.957,79.4,563.63,25.19,2.079,False
AST-0047,25,5.943,81.24,562.35,24.86,2.094,False
AST-0047,26,5.933,82.51,603.69,21.96,2.091,False
AST-0047,27,5.904,80.69,572.7,18.74,2.085,False
AST-0047,28,5.877,81.61,62.52,18.48,2.069,True
AST-0047,29,5.885,81.97,547.44,15.99,2.089,False
AST-0047,30,5.869,77.38,537.93,16.91,2.148,False
AST-0047,31,5.841,79.35,533.35,17.29,2.022,False
AST-0047,32,5.835,78.63,533.05,19.93,2.106,False
AST-0047,33,5.821,77.9,547.99,23.5,2.104,False
AST-0047,34,5.803,77.07,565.61,25.98,2.084,False
AST-0047,35,5.792,78.3,563.68,26.74,2.075,False
AST-0048,0,6.026,44.71,724.37,51.54,0.772,False
AST-0048,1,5.976,48.62,737.96,50.31,0.812,False
AST-0048,2,5.927,47.27,720.35,48.77,0.913,False
AST-0048,3,5.901,47.44,718.63,46.21,0.814,False
AST-0048,4,5.872,51.28,711.26,43.01,0.883,False
AST-0048,5,5.862,46.34,695.39,40.62,0.85,False
AST-0048,6,5.837,45.56,691.27,42.23,0.85,False
AST-0048,7,5.809,43.78,678.15,44.56,0.867,False
AST-0048,8,5.756,42.39,686.56,46.29,0.805,False
AST-0048,9,5.735,41.34,690.94,48.28,0.766,False
AST-0048,10,5.698,42.89,721.79,52.01,0.88,False
AST-0048,11,5.67,43.79,716.18,53.71,0.854,False
AST-0048,12,5.636,43.97,729.29,52.15,0.844,False
AST-0048,13,5.623,46.94,722.48,52.95,0.862,False
AST-0048,14,5.608,49.75,721.4,46.87,0.871,False
AST-0048,15,5.574,48.23,719.52,45.34,0.871,False
AST-0048,16,5.535,47.88,699.9,42.97,0.892,False
AST-0048,17,5.524,48.07,713.16,40.94,0.859,False
AST-0048,18,5.499,45.65,677.37,41.53,0.839,False
AST-0048,19,5.482,44.88,682.97,43.87,0.868,False
AST-0048,20,5.445,41.2,675.38,46.41,0.857,False
AST-0048,21,5.431,42.47,688.74,47.81,0.902,False
AST-0048,22,5.391,42.64,709.13,51.05,0.721,False
AST-0048,23,5.364,44.24,698.4,52.11,0.798,False
AST-0048,24,5.336,46.31,734.62,52.19,0.897,False
AST-0048,25,5.279,44.87,721.83,50.99,0.891,False
AST-0048,26,5.244,44.67,740.79,47.45,0.916,False
AST-0048,27,5.214,47.35,723.65,45.42,0.872,False
AST-0048,28,5.186,47.52,713.02,44.1,0.861,False
AST-0048,29,5.157,50.61,714.41,39.23,0.857,False
AST-0048,30,5.13,44.51,687.63,43.19,0.796,False
AST-0048,31,5.102,42.29,698.39,42.74,0.826,False
AST-0048,32,5.053,41.57,667.8,46.13,0.877,False
AST-0048,33,5.002,44.31,698.2,48.38,0.935,False
AST-0048,34,4.98,41.97,693.66,50.8,0.842,False
AST-0048,35,4.956,41.79,700.26,52.37,0.857,False
AST-0049,0,6.396,62.55,674.38,34.07,1.979,False
AST-0049,1,6.382,62.66,690.84,31.25,1.981,False
AST-0049,2,6.349,65.63,671.31,30.46,1.957,False
AST-0049,3,6.344,61.54,672.67,28.18,1.995,False
AST-0049,4,6.329,64.31,671.55,25.19,1.985,False
AST-0049,5,6.315,62.67,657.17,24.34,1.959,False
AST-0049,6,6.307,60.89,640.58,25.1,2.01,False
AST-0049,7,6.314,60.49,646.54,25.65,2.02,False
AST-0049,8,6.291,58.42,624.85,29.24,1.961,False
AST-0049,9,6.286,57.92,649.65,29.76,2.045,False
AST-0049,10,6.281,56.82,672.08,32.31,1.988,False
AST-0049,11,6.273,57.95,668.28,34.52,1.993,False
AST-0049,12,6.261,62.44,665.52,34.08,1.933,False
AST-0049,13,6.246,61.79,673.12,33.76,2.027,False
AST-0049,14,6.248,64.6,680.24,31.51,2.012,False
AST-0049,15,6.246,64.85,663.36,28.76,2.002,False
AST-0049,16,6.225,67.07,664.08,26.01,1.959,False
AST-0049,17,6.227,62.61,656.58,26.36,1.891,False
AST-0049,18,6.202,60.75,646.77,24.16,1.934,False
AST-0049,19,6.195,58.12,646.51,25.85,1.957,False
AST-0049,20,6.183,57.72,636.92,29.15,2.034,False
AST-0049,21,6.176,57.92,634.0,31.48,1.961,False
AST-0049,22,6.171,57.89,674.29,34.7,1.935,False
AST-0049,23,6.164,60.82,675.94,34.61,2.008,False
AST-0049,24,6.137,61.11,673.58,33.85,2.043,False
AST-0049,25,6.115,61.67,677.63,33.09,1.937,False
AST-0049,26,6.099,62.4,682.37,29.46,1.998,False
AST-0049,27,6.09,64.91,676.36,27.48,1.973,False
AST-0049,28,6.074,63.27,657.21,26.47,1.986,False
AST-0049,29,6.048,59.85,668.87,23.68,1.992,False
AST-0049,30,6.044,63.08,667.04,24.77,1.998,False
AST-0049,31,6.014,56.44,649.11,25.91,1.863,False
AST-0049,32,5.983,57.53,655.45,30.26,1.98,False
AST-0049,33,5.988,57.03,663.58,31.68,1.999,False
AST-0049,34,5.953,57.86,680.42,33.74,2.066,False
AST-0049,35,5.938,59.02,675.88,35.74,2.0,False
AST-0050,0,10.841,46.42,351.27,53.16,2.157,False
AST-0050,1,10.824,50.19,334.19,52.24,2.182,False
AST-0050,2,10.805,51.49,343.3,49.63,2.113,False
AST-0050,3,10.808,51.23,331.42,46.5,2.15,False
AST-0050,4,10.811,118.11,309.2,42.97,6.502,True
AST-0050,5,10.814,47.58,310.56,42.72,2.101,False
AST-0050,6,10.802,48.09,309.5,44.92,2.068,False
AST-0050,7,10.789,42.71,308.95,46.22,2.114,False
AST-0050,8,10.781,43.62,312.13,47.1,2.039,False
AST-0050,9,10.777,43.46,320.72,52.0,2.121,False
AST-0050,10,10.741,44.95,315.03,53.21,2.059,False
AST-0050,11,10.698,48.98,324.57,52.11,2.139,False
AST-0050,12,10.668,45.4,334.94,53.12,2.152,False
AST-0050,13,10.623,49.14,341.46,51.85,2.185,False
AST-0050,14,10.591,48.57,339.61,48.31,2.095,False
AST-0050,15,10.551,47.18,337.65,46.98,2.2,False
AST-0050,16,10.509,51.2,321.12,44.03,2.174,False
AST-0050,17,10.452,49.68,306.51,44.24,2.203,False
AST-0050,18,10.408,49.29,312.48,43.09,2.347,False
AST-0050,19,10.382,44.1,294.37,45.89,2.418,False
AST-0050,20,10.337,43.64,295.72,48.14,2.251,False
AST-0050,21,10.299,42.25,298.22,51.79,2.422,False
AST-0050,22,10.253,43.98,319.74,52.09,2.248,False
AST-0050,23,10.225,46.59,334.76,52.75,2.508,False
AST-0050,24,10.187,49.22,332.56,54.01,2.358,False
AST-0050,25,10.152,44.9,342.19,52.77,2.266,False
AST-0050,26,10.113,47.87,335.37,47.97,2.312,False
AST-0050,27,10.083,47.85,331.2,47.7,2.333,False
AST-0050,28,10.061,51.81,312.28,45.69,2.335,False
AST-0050,29,10.019,48.25,323.87,45.4,2.312,False
AST-0050,30,9.976,44.99,307.44,44.93,2.351,False
AST-0050,31,9.967,47.84,299.5,45.25,2.388,False
AST-0050,32,9.935,45.06,324.99,49.32,2.393,False
AST-0050,33,9.895,43.94,305.06,50.63,2.615,False
AST-0050,34,9.859,42.09,322.27,53.3,2.295,False
AST-0050,35,9.833,44.11,335.73,55.53,2.298,False
AST-0051,0,12.338,54.75,300.63,51.25,1.407,False
AST-0051,1,12.281,59.32,271.67,48.67,1.233,False
AST-0051,2,12.222,58.01,272.17,46.19,1.486,False
AST-0051,3,12.188,59.51,281.36,43.52,1.349,False
AST-0051,4,12.152,56.73,265.23,41.96,1.304,False
AST-0051,5,12.105,58.51,252.62,42.58,1.305,False
AST-0051,6,12.059,56.56,237.92,43.32,1.255,False
AST-0051,7,12.01,55.01,255.93,43.9,1.303,False
AST-0051,8,11.942,51.75,265.97,45.85,1.318,False
AST-0051,9,11.896,49.74,247.6,47.76,1.286,False
AST-0051,10,11.849,52.12,258.36,50.37,1.343,False
AST-0051,11,11.799,54.1,260.34,50.63,1.369,False
AST-0051,12,11.753,56.69,269.59,49.53,1.327,False
AST-0051,13,11.703,56.76,297.98,48.55,1.451,False
AST-0051,14,11.664,58.02,277.84,45.6,1.47,False
AST-0051,15,11.611,57.98,267.59,44.88,1.256,False
AST-0051,16,11.575,57.9,277.02,41.49,1.361,False
AST-0051,17,11.513,54.8,260.75,40.76,1.386,False
AST-0051,18,11.464,55.52,235.71,40.11,1.311,False
AST-0051,19,11.423,53.68,223.73,42.67,1.391,False
AST-0051,20,11.375,53.44,236.51,47.09,1.443,False
AST-0051,21,11.3,51.66,239.24,47.31,1.329,False
AST-0051,22,11.255,51.79,252.63,51.15,1.39,False
AST-0051,23,11.225,52.48,288.95,51.6,1.343,False
AST-0051,24,10.933,55.62,279.21,49.9,1.326,False
AST-0051,25,10.651,54.57,302.04,48.1,1.483,False
AST-0051,26,10.365,56.54,277.02,45.5,1.41,False
AST-0051,27,10.099,58.85,271.28,43.53,1.457,False
AST-0051,28,9.82,57.41,265.95,41.13,1.555,False
AST-0051,29,9.543,59.12,256.17,39.05,1.706,False
AST-0051,30,9.276,55.24,239.79,41.39,1.625,False
AST-0051,31,8.98,51.81,226.51,41.63,1.72,False
AST-0051,32,8.712,50.73,249.5,45.37,1.721,False
AST-0051,33,8.456,55.97,266.54,49.36,1.712,False
AST-0051,34,8.19,52.11,270.02,49.04,1.84,False
AST-0051,35,7.914,53.09,274.27,50.26,1.929,False
AST-0052,0,7.913,67.72,307.89,49.53,2.494,False
AST-0052,1,7.904,70.66,287.67,47.27,2.561,False
AST-0052,2,7.894,70.39,280.61,45.39,2.597,False
AST-0052,3,7.868,70.86,287.02,43.11,2.604,False
AST-0052,4,7.856,72.28,276.77,40.86,2.608,False
AST-0052,5,7.833,68.96,259.01,39.4,2.55,False
AST-0052,6,7.838,65.8,277.62,39.23,2.683,False
AST-0052,7,7.823,64.38,254.67,43.43,2.666,False
AST-0052,8,7.818,64.09,248.3,45.24,2.669,False
AST-0052,9,7.806,67.45,254.01,46.56,2.611,False
AST-0052,10,7.796,64.46,287.82,50.42,2.594,False
AST-0052,11,7.786,66.63,278.27,49.31,2.608,False
AST-0052,12,7.773,67.85,288.25,48.54,2.626,False
AST-0052,13,7.741,69.83,300.68,48.05,2.552,False
AST-0052,14,7.736,70.35,299.36,44.32,2.618,False
AST-0052,15,7.724,72.88,283.69,41.52,2.555,False
AST-0052,16,7.718,72.31,269.72,39.89,2.471,False
AST-0052,17,7.69,70.55,252.45,38.82,2.586,False
AST-0052,18,7.695,67.89,263.49,40.48,2.632,False
AST-0052,19,7.678,66.22,253.75,41.32,2.555,False
AST-0052,20,7.651,66.02,241.98,44.43,2.565,False
AST-0052,21,7.643,65.93,255.79,45.41,2.644,False
AST-0052,22,7.628,66.57,266.98,48.04,2.603,False
AST-0052,23,7.61,65.49,292.32,49.96,2.609,False
AST-0052,24,7.596,66.36,291.06,46.66,2.511,False
AST-0052,25,7.576,69.1,285.49,46.24,2.598,False
AST-0052,26,7.545,70.45,292.96,43.51,2.57,False
AST-0052,27,7.533,70.4,288.67,43.86,2.595,False
AST-0052,28,7.511,72.35,269.44,40.15,2.578,False
AST-0052,29,7.487,69.81,274.19,38.89,2.632,False
AST-0052,30,7.464,68.33,264.9,38.99,2.598,False
AST-0052,31,7.462,67.34,242.13,41.11,2.59,False
AST-0052,32,7.445,65.63,248.62,44.53,2.55,False
AST-0052,33,7.431,63.37,253.95,47.66,2.567,False
AST-0052,34,7.406,64.91,280.19,49.44,2.602,False
AST-0052,35,7.408,65.4,281.21,51.67,2.678,False
AST-0053,0,12.759,67.45,343.53,24.13,1.533,False
AST-0053,1,12.744,68.88,341.93,21.06,1.628,False
AST-0053,2,12.72,70.97,336.9,19.96,1.606,False
AST-0053,3,12.702,70.46,357.33,16.66,1.559,False
AST-0053,4,12.681,70.84,322.7,16.01,1.587,False
AST-0053,5,12.666,68.88,332.65,13.99,1.73,False
AST-0053,6,12.636,67.41,313.56,16.16,1.541,False
AST-0053,7,12.596,63.86,299.88,16.72,1.536,False
AST-0053,8,12.565,68.24,320.5,18.7,1.684,False
AST-0053,9,12.544,63.1,311.32,20.85,1.625,False
AST-0053,10,12.52,65.26,332.35,24.51,1.626,False
AST-0053,11,12.512,67.35,328.3,24.65,1.686,False
AST-0053,12,12.481,69.76,354.84,21.25,1.574,False
